Post ID,Survey,Post Status,Created (UTC),Updated (UTC),Post Date (UTC),Council,Location.lat,Location.lon,Street,Photo,Photo 2,Notes
135,Parklets,published,19/11/2020 1:43,,19/11/2020 1:42,Boroondara,-37.816331,145.03662,Glenferrie rd,https://74ddb495e3f187ded630-0b4c691ea14dad11384ab079da46af4f.ssl.cf2.rackcdn.com/melbourneparklets.api.ushahidi.io/5/f/5fb5cdc286bda-inbound5355130564450084137.jpg,,
136,Parklets,published,19/11/2020 4:26,,19/11/2020 4:26,City of Yarra,-37.806449,144.982139,Gertrude Street,,,Being constructed 19/11/2020
137,Parklets,published,19/11/2020 22:22,26/11/2020 9:09,19/11/2020 22:09,Yarra Ranges,-37.802355,145.316227,Collins Place,,,Dolcetti of Kilsyth
138,Parklets,published,19/11/2020 22:33,,19/11/2020 22:26,Yarra Ranges,-37.802355,145.316227,Collins Place,https://74ddb495e3f187ded630-0b4c691ea14dad11384ab079da46af4f.ssl.cf2.rackcdn.com/melbourneparklets.api.ushahidi.io/5/f/5fb6f2a471f25-dolcetti%20of%20kilsyth.jpg,,
139,Parklets,published,19/11/2020 22:39,,19/11/2020 22:34,Yarra Ranges,-37.757533,145.349878,Main Street,https://74ddb495e3f187ded630-0b4c691ea14dad11384ab079da46af4f.ssl.cf2.rackcdn.com/melbourneparklets.api.ushahidi.io/5/f/5fb6f4196820d-the%20iced%20bakery.jpg,,
140,Parklets,published,19/11/2020 22:44,,19/11/2020 22:41,Yarra Ranges,-37.757533,145.349878,Main Street,https://74ddb495e3f187ded630-0b4c691ea14dad11384ab079da46af4f.ssl.cf2.rackcdn.com/melbourneparklets.api.ushahidi.io/5/f/5fb6f54440167-la%20porchetta.jpg,,
141,Parklets,published,19/11/2020 22:47,,19/11/2020 22:45,Yarra Ranges,-37.757533,145.349878,Main Street,https://74ddb495e3f187ded630-0b4c691ea14dad11384ab079da46af4f.ssl.cf2.rackcdn.com/melbourneparklets.api.ushahidi.io/5/f/5fb6f612baa39-cold%20rock.jpg,,
142,Parklets,published,19/11/2020 22:52,,19/11/2020 22:49,Yarra Ranges,-37.757,145.351271,Clarke Street,https://74ddb495e3f187ded630-0b4c691ea14dad11384ab079da46af4f.ssl.cf2.rackcdn.com/melbourneparklets.api.ushahidi.io/5/f/5fb6f71300a5b-tiantian%20kitchen.jpg,,
143,Parklets,published,19/11/2020 22:56,,19/11/2020 22:54,Yarra Ranges,-37.757,145.351271,Clarke Street,https://74ddb495e3f187ded630-0b4c691ea14dad11384ab079da46af4f.ssl.cf2.rackcdn.com/melbourneparklets.api.ushahidi.io/5/f/5fb6f8026a662-oriental%20paradise.jpg,,
144,Parklets,published,19/11/2020 23:03,,19/11/2020 23:00,Yarra Ranges,-37.873563,145.405829,Main Road,https://74ddb495e3f187ded630-0b4c691ea14dad11384ab079da46af4f.ssl.cf2.rackcdn.com/melbourneparklets.api.ushahidi.io/5/f/5fb6f9a87c897-fairy%20mountain.jpg,,
145,Parklets,published,19/11/2020 23:09,,19/11/2020 23:04,Yarra Ranges,-37.808282,145.347067,Leith Road,,,La Lupa Romana Pizzeria
146,Parklets,published,19/11/2020 23:13,,19/11/2020 23:10,Yarra Ranges,-37.785152,145.311966,Brice Avenue,https://74ddb495e3f187ded630-0b4c691ea14dad11384ab079da46af4f.ssl.cf2.rackcdn.com/melbourneparklets.api.ushahidi.io/5/f/5fb6fc2872cb1-chooko.jpg,,
147,Parklets,published,19/11/2020 23:19,,19/11/2020 23:14,Yarra Ranges,-37.785665,145.378846,Wray Crescent,https://74ddb495e3f187ded630-0b4c691ea14dad11384ab079da46af4f.ssl.cf2.rackcdn.com/melbourneparklets.api.ushahidi.io/5/f/5fb6fd913b03e-bambu%20bali.jpg,,
148,Parklets,published,19/11/2020 23:22,,19/11/2020 23:20,Yarra Ranges,-37.738471,145.373946,Maroondah Highway,https://74ddb495e3f187ded630-0b4c691ea14dad11384ab079da46af4f.ssl.cf2.rackcdn.com/melbourneparklets.api.ushahidi.io/5/f/5fb6fe3b9fa88-coldstream%20brewery.jpg,,
149,Parklets,published,20/11/2020 4:51,,20/11/2020 4:50,Darebin City Council,-37.779461,145.017731,Railway Place,https://74ddb495e3f187ded630-0b4c691ea14dad11384ab079da46af4f.ssl.cf2.rackcdn.com/melbourneparklets.api.ushahidi.io/5/f/5fb74b51420fd-img_8134.jpg,,
150,Parklets,published,20/11/2020 23:44,,20/11/2020 23:42,Boroondara,-37.818941,145.03607,Glenferrie Rd,https://74ddb495e3f187ded630-0b4c691ea14dad11384ab079da46af4f.ssl.cf2.rackcdn.com/melbourneparklets.api.ushahidi.io/5/f/5fb854de83073-inbound286320831415041283.jpg,,
151,Parklets,published,21/11/2020 23:48,,21/11/2020 23:46,Unknown,-37.816815,145.013357,River St,,,Veneziano Coffee Richmond
152,Parklets,published,23/11/2020 0:55,,23/11/2020 0:51,Melbourne,-37.8106,144.971874,Little Bourke Street,https://74ddb495e3f187ded630-0b4c691ea14dad11384ab079da46af4f.ssl.cf2.rackcdn.com/melbourneparklets.api.ushahidi.io/5/f/5fbb0892e8457-lbs1.jpg,https://74ddb495e3f187ded630-0b4c691ea14dad11384ab079da46af4f.ssl.cf2.rackcdn.com/melbourneparklets.api.ushahidi.io/5/f/5fbb0892e4591-lbs2.jpg,
153,Parklets,published,24/11/2020 20:44,,24/11/2020 20:43,Bayside,-37.905911,145.004296,Bay Street,,,
154,Parklets,published,24/11/2020 20:45,,24/11/2020 20:45,Bayside,-37.905775,145.002022,Bay Street,,,
155,Parklets,published,25/11/2020 0:15,,25/11/2020 0:15,Darebin,-37.75322,145.001341,Benjamin Street,,,
156,Parklets,published,25/11/2020 0:16,,25/11/2020 0:14,Moreland,-37.776405,144.971091,Lygon st,,,
157,Parklets,published,25/11/2020 1:40,,25/11/2020 1:36,Melbourne City,-37.816611,144.957245,Church Street,https://74ddb495e3f187ded630-0b4c691ea14dad11384ab079da46af4f.ssl.cf2.rackcdn.com/melbourneparklets.api.ushahidi.io/5/f/5fbdb5f57042b-pxl_20201113_011134412.jpg,,
158,Parklets,published,25/11/2020 2:13,,25/11/2020 2:08,Wyndham City Council,-37.883311,144.736523,Murnong Street,https://74ddb495e3f187ded630-0b4c691ea14dad11384ab079da46af4f.ssl.cf2.rackcdn.com/melbourneparklets.api.ushahidi.io/5/f/5fbdbdb73c28f-56592081-85f1-4090-8cd0-867d2f3ee8a4.jpeg,,
159,Parklets,published,25/11/2020 10:10,,25/11/2020 10:03,Stonnington,-37.853433,144.992924,"Green Street, Prahran",https://74ddb495e3f187ded630-0b4c691ea14dad11384ab079da46af4f.ssl.cf2.rackcdn.com/melbourneparklets.api.ushahidi.io/5/f/5fbe2d9290b9f-5773204e-12d3-4c76-8f8b-1cb596d181a8.jpeg,,
160,Parklets,published,25/11/2020 12:28,,25/11/2020 12:24,City of Yarra,-37.79648,144.984735,Smith Street,,https://74ddb495e3f187ded630-0b4c691ea14dad11384ab079da46af4f.ssl.cf2.rackcdn.com/melbourneparklets.api.ushahidi.io/5/f/5fbe4dcdd58b9-img_9621%20copy.jpg,Outside Red Sparrow Pizza
161,Parklets,published,25/11/2020 12:37,,25/11/2020 12:32,City of Yarra,-37.797747,144.985828,Easey Street,,https://74ddb495e3f187ded630-0b4c691ea14dad11384ab079da46af4f.ssl.cf2.rackcdn.com/melbourneparklets.api.ushahidi.io/5/f/5fbe4ffc9a927-img_9606%20copy.jpg,
162,Parklets,published,25/11/2020 22:09,,25/11/2020 22:03,Monash (assumed),-37.924308,145.119784,Haughton Rd (westbound),https://74ddb495e3f187ded630-0b4c691ea14dad11384ab079da46af4f.ssl.cf2.rackcdn.com/melbourneparklets.api.ushahidi.io/5/f/5fbed6179f0d3-clayton%20outdoor%20dining.jpg,,
163,Parklets,published,26/11/2020 4:13,6/12/2020 9:48,26/11/2020 4:00,Hume City Council,-37.593169,144.914185,Main St,https://74ddb495e3f187ded630-0b4c691ea14dad11384ab079da46af4f.ssl.cf2.rackcdn.com/melbourneparklets.api.ushahidi.io/5/f/5fbf2b7943aec-img_1088a.jpg,,"Told it was implemented on Monday, four days prior to seeing it in person. Didn't stop to check it out directly, but it does appear very inaccessible and grey and depressing."
164,Parklets,published,26/11/2020 9:05,,26/11/2020 9:02,Port Phillip City Council,-37.842977,144.952436,Moubray Street,https://74ddb495e3f187ded630-0b4c691ea14dad11384ab079da46af4f.ssl.cf2.rackcdn.com/melbourneparklets.api.ushahidi.io/5/f/5fbf6fc4af839-1606271597106.jpg,,
165,Parklets,published,26/11/2020 9:05,,26/11/2020 9:04,Maribyrnong,-37.816399,144.890946,Ballarat street,,,
166,Parklets,published,26/11/2020 9:07,,26/11/2020 9:06,Bass Coast Shire Council,-38.634668,145.730104,The Esplanade,https://74ddb495e3f187ded630-0b4c691ea14dad11384ab079da46af4f.ssl.cf2.rackcdn.com/melbourneparklets.api.ushahidi.io/5/f/5fbf705c0d830-1606353386510.jpg,,
167,Parklets,published,26/11/2020 9:12,,26/11/2020 9:11,Maribyrnong City Council,-37.799153,144.89391,Barkly Street,,,"Bar Josephine, Pie Thief, Trouble in Dreams, 297 Barkly Street Footscray"
168,Parklets,published,26/11/2020 9:13,,26/11/2020 9:12,Maribyrnong City Coucil,-37.799133,144.895935,Barkly Place,,,"Sankranti, 250 Barkly Street Footscray"
169,Parklets,published,26/11/2020 9:13,,26/11/2020 9:13,Maribyrnong City Council,-37.79953,144.8967,Bacash Lane,,,"Hosue of Injera, 227 Barkly Street Footscray"
170,Parklets,published,26/11/2020 9:14,,26/11/2020 9:13,Maribyrnong City Council,-37.799556,144.899709,Barkly Street,,,"Small French Bar, 3/154 Barkly Street Footscray"
171,Parklets,published,26/11/2020 9:15,,26/11/2020 9:14,Maribyrnong City Council,-37.800709,144.899949,Paisley Street,,,"Issan Thai, 16 Paisley Street Footscray"
172,Parklets,published,26/11/2020 9:17,,26/11/2020 9:16,Maribyrnong City Council,-37.816462,144.889828,Anderson Street,,,"Goje, 38 Anderson Street Yarraville"
173,Parklets,published,26/11/2020 9:17,,26/11/2020 9:17,Maribyrnong City Council,-37.816673,144.890224,Anderson Street,,,"Tandoori Times, 45 Anderson Street, Yarraville"
174,Parklets,published,26/11/2020 9:18,,26/11/2020 9:17,Maribyrnong City Council,-37.817077,144.890804,Ballarat Street,,,"Village Cantina, 30 Ballarat Street, Yarraville"
175,Parklets,published,26/11/2020 9:19,,26/11/2020 9:18,Maribyrnong City Council,-37.81731,144.890766,Ballarat Street,,,"The Naked Egg, 32a Ballarat Street, Yarraville"
176,Parklets,published,26/11/2020 9:19,,26/11/2020 9:19,Maribyrnong City Council,-37.817598,144.890713,Ballarat Street,,,"Yim Yam Thai Laos Restaurant, 40a Ballarat Street, Yarraville"
177,Parklets,published,26/11/2020 9:20,,26/11/2020 9:19,Maribyrnong City Council,-37.816767,144.89126,Anderson Street,,,"Bar Romanee, 25 Anderson Street, Yarraville"
178,Parklets,published,26/11/2020 9:21,,26/11/2020 9:20,Maribyrnong City Council,-37.816788,144.891388,Anderson Street,,,"Occident, 21 Anderson Street, Yarraville"
179,Parklets,published,26/11/2020 9:21,,26/11/2020 9:21,Maribyrnong City Council,-37.816844,144.8917,Anderson Street,,,"Mabu Mabu, 13 Anderson Street, Yarraville"
180,Parklets,published,26/11/2020 9:22,,26/11/2020 9:21,Maribyrnong City Council,-37.816844,144.891845,Anderson Street,,,"Barkly Johnson Deli & Wine, 11 Anderson Street, Yarraville"
181,Parklets,published,26/11/2020 9:22,,26/11/2020 9:22,Maribyrnong City Council,-37.81689,144.892081,Anderson Street,,,"Willis and Anderson, 1 Anderson Street, Yarraville"
182,Parklets,published,27/11/2020 4:15,,27/11/2020 4:14,Melbourne,-37.814666,144.973194,Flinders Lane,,,
183,Parklets,published,27/11/2020 5:25,,27/11/2020 5:23,Port Phillip,-37.866465,144.977844,Acland St,,,
184,Parklets,published,28/11/2020 0:30,,28/11/2020 0:26,Marybyrnong,-37.799777,144.900333,Barkly Street,,,All along Barkly Street! So many eateries.
185,Parklets,published,28/11/2020 5:41,,28/11/2020 5:40,Boroondara Council,-37.802596,145.103045,Belmore Road,,,
186,Parklets,published,28/11/2020 8:13,5/12/2020 22:17,28/11/2020 8:10,Yarra,-37.804011,144.983241,171 smith st,https://74ddb495e3f187ded630-0b4c691ea14dad11384ab079da46af4f.ssl.cf2.rackcdn.com/melbourneparklets.api.ushahidi.io/5/f/5fc2069ee072a-41bb5b0e-c853-48db-8072-4c97e2a85a16.jpeg,https://74ddb495e3f187ded630-0b4c691ea14dad11384ab079da46af4f.ssl.cf2.rackcdn.com/melbourneparklets.api.ushahidi.io/5/f/5fc2069f898c3-4878ea62-cf7b-4278-9211-6a61448eddee.jpeg,
187,Parklets,published,30/11/2020 1:28,,30/11/2020 1:26,Bribank,-37.785215,144.833056,Clarke Street,https://74ddb495e3f187ded630-0b4c691ea14dad11384ab079da46af4f.ssl.cf2.rackcdn.com/melbourneparklets.api.ushahidi.io/5/f/5fc44ac4055a7-img_9678.jpg,https://74ddb495e3f187ded630-0b4c691ea14dad11384ab079da46af4f.ssl.cf2.rackcdn.com/melbourneparklets.api.ushahidi.io/5/f/5fc44ac412a65-img_9679.jpg,
188,Parklets,published,30/11/2020 1:30,,30/11/2020 1:30,Brimbank,-37.785381,144.831957,"Hampshire Road, Sunshine",https://74ddb495e3f187ded630-0b4c691ea14dad11384ab079da46af4f.ssl.cf2.rackcdn.com/melbourneparklets.api.ushahidi.io/5/f/5fc44b4533130-img_9705.jpg,,
189,Parklets,published,30/11/2020 3:46,,30/11/2020 3:44,Yarra City Council,-37.804698,144.988586,Gipps St,,,
190,Parklets,published,30/11/2020 3:47,,30/11/2020 3:46,Yarra City Council,-37.804961,144.983408,Peel Street,,,Grace Darling Hotel
191,Parklets,published,2/12/2020 10:34,,2/12/2020 10:33,Moreland City Council,-37.76647,144.94884,Hunter Street,,,
192,Parklets,published,2/12/2020 10:37,,2/12/2020 10:36,Moreland City Council,-37.76781,144.96092,Albert Street,,,
193,Parklets,published,4/12/2020 23:19,,4/12/2020 23:18,Boroondara City Council,-37.819801,145.036145,Park Street,,,Park Street popup market (weekly)
194,Parklets,published,5/12/2020 21:52,,5/12/2020 21:48,City of Melbourne,-37.802837,144.948689,562 Queensberry st,,,
195,Parklets,published,5/12/2020 21:57,,5/12/2020 21:56,City of Melbourne,-37.802201,144.949933,"Errol st, North Melbourne",,,
196,Parklets,published,5/12/2020 21:58,,5/12/2020 21:58,City of Melbourne,-37.801578,144.950035,Errol st,,,
197,Parklets,published,7/12/2020 5:05,,7/12/2020 5:04,Bass Coast Shire,-38.520932,145.370134,"Marine Parade, San Remo",https://74ddb495e3f187ded630-0b4c691ea14dad11384ab079da46af4f.ssl.cf2.rackcdn.com/melbourneparklets.api.ushahidi.io/5/f/5fcdb8327853a-img_0570.jpg,,
198,Parklets,published,10/12/2020 5:15,,10/12/2020 5:13,Boroondara,-37.830417,145.055698,Camberwell Road,,,
199,Parklets,published,12/12/2020 13:01,,12/12/2020 13:01,Brimbank,-37.787755,144.831436,"City Place, Sunshine",https://74ddb495e3f187ded630-0b4c691ea14dad11384ab079da46af4f.ssl.cf2.rackcdn.com/melbourneparklets.api.ushahidi.io/5/f/5fd4bf38024cc-img_2039.jpg,,
200,Parklets,published,13/12/2020 22:22,,13/12/2020 22:21,Hobsons Bay City Council,-37.862918,144.771445,Lohse Street,,,Buddy's Pizza
201,Parklets,published,13/12/2020 22:23,,13/12/2020 22:23,Hobsons Bay City Council,-37.862615,144.771598,Woods Street,,,Seven Star Chinese Hot Pot
202,Parklets,published,13/12/2020 22:24,,13/12/2020 22:24,Hobsons Bay City Council,-37.867216,144.761126,Triholm Avenue,,,Mumchan
203,Parklets,published,13/12/2020 22:25,,13/12/2020 22:24,Hobsons Bay City Council,-37.867333,144.761835,Aviation Road,,,Charcoal Shish Kebabs
204,Parklets,published,13/12/2020 22:25,,13/12/2020 22:25,Hobsons Bay City Council,-37.867933,144.761223,Aviation Road,,,Cheeky Chewies Cafe
205,Parklets,published,13/12/2020 22:26,,13/12/2020 22:26,Hobsons Bay City Council,-37.868092,144.760487,Neville Avenue,,,Spice Junction
206,Parklets,published,13/12/2020 22:27,,13/12/2020 22:26,Hobsons Bay City Council,-37.872389,144.77589,Central Avenue,,,La Porchetta
207,Parklets,published,13/12/2020 22:28,13/12/2020 22:29,13/12/2020 22:27,Hobsons Bay City Council,-37.870314,144.811177,Somers Parade,,,Dragon Temple Restaurant
208,Parklets,published,13/12/2020 22:29,,13/12/2020 22:28,Hobsons Bay City Council,-37.870055,144.811684,Somers Parade,,,Best in the West Pizza
209,Parklets,published,13/12/2020 22:30,,13/12/2020 22:30,Hobsons Bay City Council,-37.864457,144.812964,Harrington Square,,,Eastern Dawn Takeaway and Coffee
210,Parklets,published,13/12/2020 22:31,,13/12/2020 22:30,Hobsons Bay City Council,-37.864398,144.813221,Harrington Square,,,The 6th Child Cafe
211,Parklets,published,13/12/2020 22:32,,13/12/2020 22:31,Hobsons Bay City Council,-37.864333,144.813256,Harrington Square,,,Siam Secret Thai Restaurant
212,Parklets,published,13/12/2020 22:32,,13/12/2020 22:32,Hobsons Bay City Council,-37.864356,144.813264,Harrington Square,,,Oye Bombay
213,Parklets,published,13/12/2020 22:33,,13/12/2020 22:32,Hobsons Bay City Council,-37.864249,144.813358,Harrington Square,,,Borg's Cakes
214,Parklets,published,13/12/2020 22:34,,13/12/2020 22:33,Hobsons Bay City Council,-37.864195,144.813747,Harrington Square,,,The Wee Kitchen
215,Parklets,published,13/12/2020 22:34,,13/12/2020 22:34,Hobsons Bay City Council,-37.864313,144.813795,Harrington Square,,,Harrington Square Fish & Chips
216,Parklets,published,13/12/2020 22:35,,13/12/2020 22:34,Hobsons Bay City Council,-37.864377,144.813833,Harrington Square,,,Birdcage Altona Café
217,Parklets,published,13/12/2020 22:36,,13/12/2020 22:35,Hobsons Bay City Council,-37.864685,144.815654,Harrington Street,,,The Orange Hat Cafe
218,Parklets,published,13/12/2020 22:37,,13/12/2020 22:37,Hobsons Bay City Council,-37.865842,144.830961,Pier Street,,,Hangar1one2
219,Parklets,published,13/12/2020 22:38,,13/12/2020 22:37,Hobsons Bay City Council,-37.867417,144.829376,Railway Street,,,"Cafe on Railway Street, Bright Vista Counselling Services"
220,Parklets,published,13/12/2020 22:39,,13/12/2020 22:38,Hobsons Bay City Council,-37.867963,144.830583,Pier Street,,,Hopheads Altona
221,Parklets,published,13/12/2020 22:40,,13/12/2020 22:39,Hobsons Bay City Council,-37.869437,144.830658,Pier Street,,,Rockabye candy
222,Parklets,published,13/12/2020 22:41,,13/12/2020 22:40,Hobsons Bay City Council,-37.869636,144.830374,Pier Street,,,Between 2 Buns
223,Parklets,published,13/12/2020 22:41,,13/12/2020 22:41,Hobsons Bay City Council,-37.869784,144.830288,Pier Street,,,Numero uno pizza pasta
224,Parklets,published,13/12/2020 22:42,,13/12/2020 22:41,Hobsons Bay City Council,-37.869877,144.830294,Pier Street,,,Altona Pines Fish and Chips
225,Parklets,published,13/12/2020 22:43,,13/12/2020 22:43,Hobsons Bay City Council,-37.865168,144.838104,Civic Parade,,,The Pizza Box Altona
226,Parklets,published,13/12/2020 22:44,,13/12/2020 22:43,Hobsons Bay City Council,-37.86524,144.838281,Civic Parade,,,The Greek Grill
227,Parklets,published,13/12/2020 22:44,,13/12/2020 22:44,Hobsons Bay City Council,-37.865248,144.838442,Civic Parade,,,Fish and Chips On Civic
228,Parklets,published,13/12/2020 22:46,,13/12/2020 22:45,Hobsons Bay City Council,-37.846485,144.868949,Maddox Road,,,Elephant Cafe
229,Parklets,published,13/12/2020 22:46,,13/12/2020 22:46,Hobsons Bay City Council,-37.846256,144.872603,Chalis Street,,,Wilde Interiors
230,Parklets,published,13/12/2020 22:47,,13/12/2020 22:46,Hobsons Bay City Council,-37.845807,144.872651,Chalis Street,,,Searz Caffi
231,Parklets,published,13/12/2020 22:48,,13/12/2020 22:47,Hobsons Bay City Council,-37.845528,144.87271,Chalis Street,,,Challis St Fine Foods and Deli
232,Parklets,published,13/12/2020 22:48,,13/12/2020 22:48,Hobsons Bay City Council,-37.84041,144.86527,Mason Street,,,Western Star Pizza and Pasta Cafe
233,Parklets,published,13/12/2020 22:49,,13/12/2020 22:49,Hobsons Bay City Council,-37.840588,144.866868,Mason Street,,,Pizza Train
234,Parklets,published,13/12/2020 22:51,,13/12/2020 22:50,Hobsons Bay City Council,-37.84063,144.867023,Mason Street,,,Sammy's Bakehouse Café
235,Parklets,published,13/12/2020 22:52,,13/12/2020 22:51,Hobsons Bay City Council,-37.837106,144.862861,The Circle,,,The House Of Beans Cafe
236,Parklets,published,13/12/2020 22:53,,13/12/2020 22:53,Hobsons Bay City Council,-37.832002,144.861224,Blackshaws Road,,,Taco Bill Mexican Restaurant Altona North
237,Parklets,published,13/12/2020 22:54,,13/12/2020 22:53,Hobsons Bay City Council,-37.831806,144.855018,Blackshaws Road,,,Our Daily Bread
238,Parklets,published,13/12/2020 22:55,,13/12/2020 22:54,Hobsons Bay City Council,-37.82628,144.848795,Millers Road,,,Sweet Rice
239,Parklets,published,13/12/2020 22:56,,13/12/2020 22:55,Hobsons Bay City Council,-37.820094,144.848709,Eames Avenue,,,"The Kicsi Folk, Chapter One cafe"
240,Parklets,published,13/12/2020 22:56,,13/12/2020 22:56,Hobsons Bay City Council,-37.819924,144.849187,Millers Road,,,Cafe on Millers
241,Parklets,published,13/12/2020 22:57,,13/12/2020 22:57,Hobsons Bay City Council,-37.819789,144.84923,Millers Road,,,Parotta Station
242,Parklets,published,13/12/2020 22:58,,13/12/2020 22:57,Hobsons Bay City Council,-37.817136,144.849343,Geelong Road,,,Nick's Pizza
243,Parklets,published,13/12/2020 22:58,,13/12/2020 22:58,Hobsons Bay City Council,-37.816115,144.853184,Geelong Road,,,Stima Cafe
244,Parklets,published,13/12/2020 23:00,,13/12/2020 22:59,Hobsons Bay City Council,-37.828912,144.872147,Vernon Street,,,Tandoori Flames
245,Parklets,published,13/12/2020 23:01,,13/12/2020 23:01,Hobsons Bay City Council,-37.829085,144.872104,Vernon Street,,,Vernon's Fish and Chippery
246,Parklets,published,13/12/2020 23:02,,13/12/2020 23:01,Hobsons Bay City Council,-37.829479,144.871981,Vernon Street,,,Dukkah Restaurant
247,Parklets,published,13/12/2020 23:02,,13/12/2020 23:02,Hobsons Bay City Council,-37.829594,144.871943,Vernon Street,,,Blacksheep Cafe
248,Parklets,published,13/12/2020 23:03,,13/12/2020 23:02,Hobsons Bay City Council,-37.829929,144.871895,Vernon Street,,,Motorino Pizza
249,Parklets,published,13/12/2020 23:04,,13/12/2020 23:03,Hobsons Bay City Council,-37.830636,144.871803,Vernon Street,,,Burn City Smokers
250,Parklets,published,13/12/2020 23:04,,13/12/2020 23:04,Hobsons Bay City Council,-37.834119,144.874014,Blackshaws Road,,,Little Gecko Coffee Roasters
251,Parklets,published,13/12/2020 23:06,,13/12/2020 23:05,Hobsons Bay City Council,-37.841889,144.879241,Mason Street,,,Kasim's Indian Cafe
252,Parklets,published,13/12/2020 23:06,,13/12/2020 23:06,Hobsons Bay City Council,-37.84199,144.879652,Mason Street,,,Newport 1881
253,Parklets,published,13/12/2020 23:07,,13/12/2020 23:06,Hobsons Bay City Council,-37.842409,144.88109,Mason Street,,,Routley's Newport
254,Parklets,published,13/12/2020 23:07,,13/12/2020 23:07,Hobsons Bay City Council,-37.842469,144.881353,Mason Street,,,Newport Seacatch
255,Parklets,published,13/12/2020 23:08,,13/12/2020 23:07,Hobsons Bay City Council,-37.842579,144.88154,Mason Street,,,The Backyard est 2016
256,Parklets,published,13/12/2020 23:09,,13/12/2020 23:09,Hobsons Bay City Council,-37.842977,144.882532,Mason Street,,,Leroys Café
257,Parklets,published,13/12/2020 23:10,,13/12/2020 23:09,Hobsons Bay City Council,-37.843201,144.884044,Hall Street,,,Junction Beer Hall and Wine Room
258,Parklets,published,13/12/2020 23:10,,13/12/2020 23:10,Hobsons Bay City Council,-37.843083,144.883953,Hall Street,,,Heart of Hall
259,Parklets,published,13/12/2020 23:11,,13/12/2020 23:11,Hobsons Bay City Council,-37.842689,144.884013,Hall Street,,,Pango Coffee
260,Parklets,published,13/12/2020 23:12,,13/12/2020 23:11,Hobsons Bay City Council,-37.841779,144.883149,Melbourne Road,,,Cedar Grill
261,Parklets,published,13/12/2020 23:12,,13/12/2020 23:12,Hobsons Bay City Council,-37.841533,144.882833,Melbourne Road,,,Mamma Teresa
262,Parklets,published,13/12/2020 23:13,,13/12/2020 23:13,Hobsons Bay City Council,-37.841003,144.882752,Melbourne Road,,,Robbie Lynnz Coffee & Kitchen
263,Parklets,published,13/12/2020 23:13,,13/12/2020 23:13,Hobsons Bay City Council,-37.837106,144.882253,Melbourne Road,,,Fiesta Factory
264,Parklets,published,13/12/2020 23:14,,13/12/2020 23:14,Hobsons Bay City Council,-37.834699,144.885376,Hall Street,,,Two Birds Brewing
265,Parklets,published,13/12/2020 23:15,,13/12/2020 23:14,Hobsons Bay City Council,-37.829984,144.886915,Hudsons Road,,,Spotswood Hotel
266,Parklets,published,13/12/2020 23:16,,13/12/2020 23:15,Hobsons Bay City Council,-37.829602,144.885472,Hudsons Road,,,Chase Kitchen
267,Parklets,published,13/12/2020 23:16,,13/12/2020 23:16,Hobsons Bay City Council,-37.829873,144.885187,Hudsons Road,,,85 Espresso
268,Parklets,published,13/12/2020 23:17,,13/12/2020 23:16,Hobsons Bay City Council,-37.829763,144.885043,Hudsons Road,,,Duchess of Spotswood
269,Parklets,published,13/12/2020 23:17,,13/12/2020 23:17,Hobsons Bay City Council,-37.829569,144.88475,Hudsons Road,,,Hudsons Road Wine & Beer
270,Parklets,published,13/12/2020 23:18,,13/12/2020 23:17,Hobsons Bay City Council,-37.829712,144.884415,Hudsons Road,,,Doyle And Sons
271,Parklets,published,13/12/2020 23:19,,13/12/2020 23:19,Hobsons Bay City Council,-37.829438,144.881698,Hudsons Road,,,Oscar’s Teta
272,Parklets,published,13/12/2020 23:20,,13/12/2020 23:20,Hobsons Bay City Council,-37.852072,144.889871,Melbourne Road,,,Jackie's Pizza
273,Parklets,published,13/12/2020 23:21,,13/12/2020 23:21,Hobsons Bay City Council,-37.845807,144.885611,Melbourne Road,,,Basil and Co
274,Parklets,published,13/12/2020 23:22,,13/12/2020 23:21,Hobsons Bay City Council,-37.845909,144.885649,Melbourne Road,,,Ocean Breeze Fish and Chips
275,Parklets,published,13/12/2020 23:22,,13/12/2020 23:22,Hobsons Bay City Council,-37.846875,144.886357,Melbourne Road,,,Odd Spot Cafe
276,Parklets,published,13/12/2020 23:23,,13/12/2020 23:22,Hobsons Bay City Council,-37.853398,144.896126,Douglas Parade,,,The Prince Albert Hotel
277,Parklets,published,13/12/2020 23:24,,13/12/2020 23:23,Hobsons Bay City Council,-37.856833,144.897986,Stevedore Street,,,3 Grains Roman Artisan Pizza
278,Parklets,published,13/12/2020 23:24,,13/12/2020 23:24,Hobsons Bay City Council,-37.857023,144.898003,Stevedore Street,,,Crimson Bear
279,Parklets,published,13/12/2020 23:25,,13/12/2020 23:25,Hobsons Bay City Council,-37.858557,144.8981,Douglas Parade,,,Piccolo Grande P/L
280,Parklets,published,13/12/2020 23:26,,13/12/2020 23:25,Hobsons Bay City Council,-37.858883,144.898609,Ferguson Street,,,Provisions
281,Parklets,published,13/12/2020 23:27,,13/12/2020 23:26,Hobsons Bay City Council,-37.858629,144.896876,Ferguson Street,,,Embrace Life Love And Happiness
282,Parklets,published,13/12/2020 23:27,,13/12/2020 23:27,Hobsons Bay City Council,-37.859078,144.90013,Ferguson Street,,,The Greenery Store & Larder
